TransactionID,Amount,Timestamp,TransactionLocation,IsFraud
3720,261.7874777,57:31.1,Bengaluru,0
4300,596.0841443,57:31.1,Bengaluru,0
4941,342.5071929,57:31.1,Indore,0
4237,57.82451638,57:31.1,Mumbai,0
2267,592.1054651,57:31.1,Mumbai,0
6822,520.8033026,57:31.1,Indore,0
3230,223.1389434,57:31.1,Indore,0
5221,300.6294681,57:31.1,Bengaluru,0
100,108.7835356,57:31.1,Indore,0
3317,484.5053788,57:31.1,Indore,0
4185,134.0767142,57:31.1,Mumbai,0
7006,377.4338171,57:31.1,Chennai,0
2369,343.8241858,57:31.1,Indore,0
2410,454.5476196,57:31.1,Bengaluru,0
6450,552.1362798,57:31.1,Chennai,0
2455,580.8871334,57:31.1,Indore,0
5931,79.54808428,57:31.1,Mumbai,0
1961,119.2178547,57:31.1,Chennai,0
6537,669.6461009,57:31.1,Indore,0
7890,400.7551176,57:31.1,Mumbai,0
413,950.6565398,57:31.1,Mumbai,0
5639,18.48071577,57:31.1,Mumbai,0
8050,883.7099316,57:31.1,New York,1
49,547.1635691,57:31.1,Mumbai,0
5760,311.0605182,57:31.1,Bengaluru,0
6235,379.3246522,57:31.1,Mumbai,0
456,493.1324792,57:31.1,Chennai,0
7695,936.0581848,57:31.1,Chennai,0
6646,411.1880985,57:31.1,Mumbai,0
3070,676.3502618,57:31.1,Bengaluru,0
2727,66.6291641,57:31.1,Mumbai,0
2975,384.9706835,57:31.1,Chennai,0
127,818.1967512,57:31.1,Chennai,0
493,278.1038018,57:31.1,Bengaluru,0
2095,287.8508201,57:31.1,Indore,0
1205,489.1545472,57:31.1,Chennai,0
6596,273.0430818,57:31.1,Chennai,0
3424,39.89907867,57:31.1,Bengaluru,0
8000,105.3758364,57:31.1,Mumbai,0
251,295.1544432,57:31.1,Mumbai,0
3962,393.5022138,57:31.1,Mumbai,0
3455,941.7502947,57:31.1,Bengaluru,0
3708,278.187215,57:31.1,Indore,0
7674,528.2842962,57:31.1,Bengaluru,0
2389,705.8802768,57:31.1,Indore,0
6219,373.9798079,57:31.1,Bengaluru,0
5848,736.299365,57:31.1,Mumbai,0
987,688.713994,57:31.1,Bengaluru,0
1954,735.9274511,57:31.1,Mumbai,0
1343,868.4042329,57:31.1,Indore,0
2536,834.3104524,57:31.1,Bengaluru,0
5940,282.003279,57:31.1,Indore,0
2291,611.169291,57:31.1,Chennai,0
3799,173.3513531,57:31.1,Bengaluru,0
7234,544.3340432,57:31.1,Indore,0
76,729.2781609,57:31.1,Indore,0
5586,56.04643362,57:31.1,Mumbai,0
6925,615.9370706,57:31.1,Bengaluru,0
35,965.666401,57:31.1,Chennai,0
406,895.6277053,57:31.1,Bengaluru,0
5199,387.8359181,57:31.1,Mumbai,0
4166,389.3376215,57:31.1,Mumbai,0
224,368.3480873,57:31.1,Indore,0
1484,6.752901838,57:31.1,Indore,0
2829,429.273319,57:31.1,Bengaluru,0
2818,13.09101366,57:31.1,Chennai,0
7472,39.32549749,57:31.1,Bengaluru,0
244,370.7885416,57:31.1,Bengaluru,0
303,541.0944865,57:31.1,Bengaluru,0
2518,477.3666248,57:31.1,Mumbai,0
6994,84.29567471,57:31.1,Chennai,0
3784,826.7245231,57:31.1,Mumbai,0
5335,966.5918809,57:31.1,Mumbai,0
5003,854.6928458,57:31.1,Chennai,0
4246,934.7951856,57:31.1,Indore,0
6675,132.5778257,57:31.1,Chennai,0
6836,157.3726842,57:31.1,Chennai,0
2593,552.9484664,57:31.1,Bengaluru,0
5913,710.7113932,57:31.1,Chennai,0
5039,727.9035066,57:31.1,Indore,0
896,205.7793111,57:31.1,Mumbai,0
268,702.7815999,57:31.1,Mumbai,0
3751,895.6672853,57:31.1,Bengaluru,0
2301,802.7830939,57:31.1,Bengaluru,0
4542,518.5594205,57:31.1,Chennai,0
5790,212.2198267,57:31.1,Mumbai,0
6141,466.9082199,57:31.1,Mumbai,0
2490,375.954578,57:31.1,Indore,0
3303,559.5002257,57:31.1,Mumbai,0
6884,466.0214855,57:31.1,Bengaluru,0
1883,636.6550626,57:31.1,Mumbai,0
4111,564.3556472,57:31.1,Indore,0
6684,310.0591935,57:31.1,Mumbai,0
236,722.7296631,57:31.1,Chennai,0
6314,270.1700069,57:31.1,Chennai,0
5928,673.7463092,57:31.1,Chennai,0
3298,75.03131715,57:31.1,Bengaluru,0
7953,603.4108495,57:31.1,Indore,0
7153,962.4029511,57:31.1,Bengaluru,0
6026,263.4327815,57:31.1,Bengaluru,0
1614,325.0094194,57:31.1,Indore,0
2632,704.1532345,57:31.1,Chennai,0
7671,770.0025351,57:31.1,Indore,0
4019,297.9899171,57:31.1,Mumbai,0
2510,893.197115,57:31.1,Indore,0
1415,531.6383585,57:31.1,Chennai,0
627,463.0721814,57:31.1,Indore,0
4713,257.39056,57:31.1,Indore,0
1104,927.8245309,57:31.1,Chennai,0
1709,619.9683669,57:31.1,Mumbai,0
53,939.5594426,57:31.1,Bengaluru,0
6783,503.6304212,57:31.1,Mumbai,0
1532,610.7234495,57:31.1,Bengaluru,0
7258,44.83720728,57:31.1,Mumbai,0
1907,958.1154066,57:31.1,Chennai,0
424,494.9258844,57:31.1,Mumbai,0
3902,379.6614449,57:31.1,Indore,0
5375,484.6888591,57:31.1,Bengaluru,0
4058,41.09872023,57:31.1,Chennai,0
5186,941.3930584,57:31.1,Indore,0
7380,90.13294589,57:31.1,Indore,0
6961,531.8086133,57:31.1,Chennai,0
7074,75.35399002,57:31.1,Mumbai,0
779,720.3165,57:31.1,Chennai,0
1353,439.1768038,57:31.1,Indore,0
3078,106.7998986,57:31.1,Mumbai,0
3989,338.1168247,57:31.1,Mumbai,0
7927,853.4931511,57:31.1,Mumbai,0
502,536.56027,57:31.1,Mumbai,0
4052,689.3985661,57:31.1,Mumbai,0
7275,430.7457325,57:31.1,Indore,0
1744,12.02023316,57:31.1,Mumbai,0
7370,901.0068225,57:31.1,Chennai,0
5906,623.3310901,57:31.1,Mumbai,0
7088,618.9665639,57:31.1,Mumbai,0
195,339.6907613,57:31.1,Bengaluru,0
6616,728.7654399,57:31.1,Mumbai,0
5932,331.583851,57:31.1,Mumbai,0
1031,37.97062708,57:31.1,Mumbai,0
3536,130.5492992,57:31.1,Bengaluru,0
1618,662.1773507,57:31.1,Indore,0
1564,275.5312295,57:31.1,Mumbai,0
3443,212.4242627,57:31.1,Bengaluru,0
347,635.4585572,57:31.1,Chennai,0
5094,118.8545111,57:31.1,Bengaluru,0
7817,254.2402595,57:31.1,Bengaluru,0
2215,726.9443211,57:31.1,Bengaluru,0
6320,30.27014366,57:31.1,Mumbai,0
8162,3178.094762,57:31.1,Chicago,1
5726,643.7855206,57:31.1,Mumbai,0
7272,963.9520961,57:31.1,Bengaluru,0
2580,648.1696285,57:31.1,Indore,0
5386,511.5827277,57:31.1,Chennai,0
3507,973.4092365,57:31.1,Mumbai,0
8006,4647.048403,57:31.1,New York,1
7038,449.183959,57:31.1,Bengaluru,0
3245,702.4439501,57:31.1,Mumbai,0
1118,877.5834018,57:31.1,Chennai,0
1852,816.130992,57:31.1,Indore,0
418,329.3358808,57:31.1,Chennai,0
4220,253.0596151,57:31.1,Indore,0
3560,460.1244732,57:31.1,Mumbai,0
6699,809.0496805,57:31.1,Indore,0
2934,544.9524621,57:31.1,Bengaluru,0
6136,103.2298474,57:31.1,Chennai,0
2363,295.7456669,57:31.1,Chennai,0
7793,429.4585439,57:31.1,Chennai,0
2790,994.8244747,57:31.1,Chennai,0
2651,209.6738413,57:31.1,Bengaluru,0
1755,975.8978812,57:31.1,Indore,0
2526,279.4811125,57:31.1,Indore,0
1228,274.9409871,57:31.1,Chennai,0
2668,651.9881207,57:31.1,Mumbai,0
4776,827.6961703,57:31.1,Bengaluru,0
7973,162.4760561,57:31.1,Indore,0
5477,330.04989,57:31.1,Chennai,0
8184,2125.741218,57:31.1,New York,1
75,707.1504865,57:31.1,Chennai,0
653,587.2542769,57:31.1,Mumbai,0
6839,160.2354899,57:31.1,Bengaluru,0
2413,486.10411,57:31.1,Indore,0
505,685.0464414,57:31.1,Indore,0
5275,472.1547388,57:31.1,Chennai,0
2585,586.2789237,57:31.1,Indore,0
2014,140.1061257,57:31.1,Bengaluru,0
4425,316.0483795,57:31.1,Mumbai,0
7362,454.3927172,57:31.1,Indore,0
3632,152.8965189,57:31.1,Chennai,0
7410,597.5195034,57:31.1,Indore,0
5632,582.8526418,57:31.1,Mumbai,0
5953,790.2931667,57:31.1,Indore,0
7270,355.6401207,57:31.1,Indore,0
429,351.5640975,57:31.1,Bengaluru,0
5592,525.7929462,57:31.1,Indore,0
5179,538.824739,57:31.1,Chennai,0
5309,887.5371108,57:31.1,Bengaluru,0
404,826.6310086,57:31.1,Bengaluru,0
3364,264.7979227,57:31.1,Mumbai,0
1034,121.4463189,57:31.1,Bengaluru,0
3706,884.9702626,57:31.1,Mumbai,0
7652,148.3055563,57:31.1,Chennai,0
6211,497.0189068,57:31.1,Chennai,0
3516,938.0272662,57:31.1,Bengaluru,0
7044,151.4603421,57:31.1,Mumbai,0
1513,955.5681723,57:31.1,Mumbai,0
321,549.677438,57:31.1,Bengaluru,0
817,591.6841603,57:31.1,Chennai,0
8145,2421.538475,57:31.1,New York,1
3156,649.6730023,57:31.1,Indore,0
3705,947.2143014,57:31.1,Bengaluru,0
4362,604.7549604,57:31.1,Mumbai,0
7704,355.9343536,57:31.1,Chennai,0
338,703.9542015,57:31.1,Bengaluru,0
6315,278.2452821,57:31.1,Bengaluru,0
7629,901.2764456,57:31.1,Mumbai,0
260,98.07931728,57:31.1,Indore,0
3225,166.5824288,57:31.1,Mumbai,0
3793,595.2525321,57:31.1,Indore,0
4401,124.1604955,57:31.1,Chennai,0
281,890.1153365,57:31.1,Indore,0
1941,59.49237831,57:31.1,Bengaluru,0
2798,622.7209214,57:31.1,Chennai,0
3611,571.6892095,57:31.1,Indore,0
5545,626.4286543,57:31.1,Bengaluru,0
4770,346.2340063,57:31.1,Chennai,0
2174,855.8815216,57:31.1,Indore,0
6589,191.8710772,57:31.1,Chennai,0
6020,90.38364969,57:31.1,Chennai,0
6681,655.7805425,57:31.1,Indore,0
4688,11.7045824,57:31.1,Mumbai,0
3534,300.0839903,57:31.1,Mumbai,0
1202,25.56232954,57:31.1,Bengaluru,0
2773,807.1585254,57:31.1,Mumbai,0
5277,167.0188146,57:31.1,Bengaluru,0
5494,275.3912039,57:31.1,Mumbai,0
1033,230.7788285,57:31.1,Bengaluru,0
5127,546.8606671,57:31.1,Indore,0
5630,92.26188948,57:31.1,Chennai,0
1115,593.3469949,57:31.1,Chennai,0
5308,389.81941,57:31.1,Mumbai,0
7551,945.7278635,57:31.1,Indore,0
7060,910.9133961,57:31.1,Bengaluru,0
2277,743.8503223,57:31.1,Bengaluru,0
2874,420.028546,57:31.1,Mumbai,0
4698,508.2500804,57:31.1,Chennai,0
1728,996.700157,57:31.1,Mumbai,0
6629,556.3149434,57:31.1,Mumbai,0
3840,684.1825854,57:31.1,Mumbai,0
1476,667.9257922,57:31.1,Chennai,0
5253,697.469088,57:31.1,Mumbai,0
4337,599.8616785,57:31.1,Mumbai,0
4266,442.5913875,57:31.1,Chennai,0
641,21.05112658,57:31.1,Chennai,0
6356,968.4507114,57:31.1,Mumbai,0
7589,522.340433,57:31.1,Chennai,0
6967,842.711947,57:31.1,Chennai,0
6154,63.84456854,57:31.1,Chennai,0
3933,623.1306498,57:31.1,Bengaluru,0
5529,435.5795797,57:31.1,Chennai,0
3204,858.9579544,57:31.1,Mumbai,0
4448,799.3588131,57:31.1,Mumbai,0
5759,438.3272899,57:31.1,Mumbai,0
5193,765.5509832,57:31.1,Mumbai,0
2560,501.1236438,57:31.1,Mumbai,0
2188,766.2987118,57:31.1,Mumbai,0
4122,525.944837,57:31.1,Indore,0
7467,836.7835902,57:31.1,Bengaluru,0
3368,270.2423504,57:31.1,Mumbai,0
6371,664.3482158,57:31.1,Mumbai,0
2336,384.4550442,57:31.1,Mumbai,0
537,849.7977433,57:31.1,Mumbai,0
6978,828.0970296,57:31.1,Mumbai,0
2153,712.3020063,57:31.1,Mumbai,0
5794,915.8985338,57:31.1,Indore,0
4417,416.0275576,57:31.1,Mumbai,0
6804,464.8858996,57:31.1,Mumbai,0
1053,939.1286308,57:31.1,Bengaluru,0
2810,718.6128442,57:31.1,Bengaluru,0
6354,569.6609819,57:31.1,Chennai,0
39,684.5487935,57:31.1,Bengaluru,0
1785,659.6945683,57:31.1,Chennai,0
3174,161.3021517,57:31.1,Chennai,0
7014,192.3298007,57:31.1,Indore,0
5332,317.1406737,57:31.1,Chennai,0
6138,933.2597241,57:31.1,Indore,0
654,745.6940347,57:31.1,Mumbai,0
2397,155.3052875,57:31.1,Chennai,0
6732,224.3789458,57:31.1,Indore,0
1172,981.2049918,57:31.1,Chennai,0
4249,584.9585701,57:31.1,Chennai,0
3800,568.406323,57:31.1,Bengaluru,0
1922,4.215045341,57:31.1,Chennai,0
97,523.2100966,57:31.1,Mumbai,0
3069,251.6421526,57:31.1,Mumbai,0
3470,170.5587001,57:31.1,Chennai,0
799,696.9541731,57:31.1,Chennai,0
7233,47.02310051,57:31.1,Mumbai,0
7961,879.0022648,57:31.1,Bengaluru,0
3753,314.5641984,57:31.1,Bengaluru,0
7842,440.0682727,57:31.1,Indore,0
1362,211.4515268,57:31.1,Bengaluru,0
734,523.5423593,57:31.1,Bengaluru,0
3004,625.2492255,57:31.1,Indore,0
5002,473.9622237,57:31.1,Mumbai,0
5382,504.9984211,57:31.1,Mumbai,0
1645,90.03530768,57:31.1,Mumbai,0
2535,738.131649,57:31.1,Bengaluru,0
1807,661.7092405,57:31.1,Mumbai,0
719,125.1729263,57:31.1,Bengaluru,0
8060,2865.765024,57:31.1,New York,1
7784,13.99720321,57:31.1,Chennai,0
866,560.080691,57:31.1,Bengaluru,0
5049,335.1080846,57:31.1,Mumbai,0
1966,588.1815915,57:31.1,Indore,0
5136,377.6091811,57:31.1,Bengaluru,0
5598,682.8292184,57:31.1,Bengaluru,0
2062,512.9901461,57:31.1,Mumbai,0
200,780.0956703,57:31.1,Mumbai,0
79,359.1072628,57:31.1,Mumbai,0
2434,289.1170324,57:31.1,Chennai,0
1458,676.8368724,57:31.1,Indore,0
5839,604.7001154,57:31.1,Indore,0
4773,235.5196673,57:31.1,Indore,0
2187,871.3332778,57:31.1,Mumbai,0
6504,10.9592655,57:31.1,Bengaluru,0
2270,512.8514138,57:31.1,Mumbai,0
851,68.00940091,57:31.1,Mumbai,0
3167,927.1835182,57:31.1,Bengaluru,0
5384,10.07794792,57:31.1,Indore,0
3489,32.71202161,57:31.1,Mumbai,0
6580,569.3524844,57:31.1,Chennai,0
1212,451.9356373,57:31.1,Indore,0
1344,727.4419007,57:31.1,Chennai,0
6758,572.7428704,57:31.1,Indore,0
4317,722.3439981,57:31.1,Bengaluru,0
1525,486.3858874,57:31.1,Mumbai,0
1712,62.28827748,57:31.1,Mumbai,0
7037,265.7020945,57:31.1,Chennai,0
1109,696.3245974,57:31.1,Indore,0
5053,186.5911777,57:31.1,Chennai,0
148,503.1763442,57:31.1,Chennai,0
2384,431.5542353,57:31.1,Chennai,0
3510,63.33167453,57:31.1,Indore,0
5961,400.9562702,57:31.1,Indore,0
267,697.3187253,57:31.1,Bengaluru,0
3870,71.0380315,57:31.1,Chennai,0
2196,447.6084883,57:31.1,Mumbai,0
4834,156.6174873,57:31.1,Mumbai,0
4637,329.4937952,57:31.1,Chennai,0
8088,2874.311323,57:31.1,New York,1
4414,642.1776973,57:31.1,Mumbai,0
4632,312.7519806,57:31.1,Mumbai,0
3669,25.94669045,57:31.1,Bengaluru,0
5645,596.750151,57:31.1,Mumbai,0
7154,890.3304499,57:31.1,Bengaluru,0
6282,563.0927675,57:31.1,Indore,0
2636,666.7190282,57:31.1,Mumbai,0
1416,936.6690866,57:31.1,Indore,0
967,719.3268593,57:31.1,Chennai,0
3907,514.5813471,57:31.1,Mumbai,0
1060,627.8779578,57:31.1,Bengaluru,0
6552,522.3090444,57:31.1,Bengaluru,0
4942,434.260637,57:31.1,Indore,0
1051,874.826971,57:31.1,Mumbai,0
2467,395.7426055,57:31.1,Mumbai,0
208,663.8382673,57:31.1,Chennai,0
6569,387.0761018,57:31.1,Mumbai,0
7921,648.1892016,57:31.1,Chennai,0
6335,243.8814059,57:31.1,Bengaluru,0
2020,664.1258965,57:31.1,Bengaluru,0
2565,403.4704094,57:31.1,Mumbai,0
1111,816.0172919,57:31.1,Mumbai,0
5399,395.0849114,57:31.1,Bengaluru,0
5658,858.7415069,57:31.1,Indore,0
1816,967.8921748,57:31.1,Mumbai,0
7458,405.3011685,57:31.1,Bengaluru,0
2937,780.8510857,57:31.1,Bengaluru,0
1796,85.70722403,57:31.1,Bengaluru,0
6098,852.6901022,57:31.1,Mumbai,0
3832,808.5973332,57:31.1,Indore,0
4624,690.6325241,57:31.1,Bengaluru,0
175,645.5276176,57:31.1,Chennai,0
7249,163.7397518,57:31.1,Chennai,0
1320,61.29173191,57:31.1,Indore,0
5922,965.8708321,57:31.1,Bengaluru,0
722,182.0518331,57:31.1,Mumbai,0
1428,951.8599736,57:31.1,Chennai,0
3689,67.09902365,57:31.1,Mumbai,0
